report_id,word
182,gorilla
182,gorilla
182,gorilla
183,swan
185,goose
185,goose
185,goose
185,goose
185,cat
185,goose
185,goose
185,goose
188,bear
189,bear
189,bear
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
190,dog
191,badger
192,goose
192,goose
192,goose
192,goose
192,dog
192,dog
192,dog
192,dog
192,dog
192,dog
192,dog
192,dog
192,goose
192,goose
192,goose
193,bat
193,bear
195,horse
198,bear
201,bird
201,hare
203,goose
203,dog
203,goose
203,goose
203,goose
203,dog
203,dog
203,dog
203,dog
203,dog
203,dog
203,goose
203,goose
203,goose
206,discus
206,discus
206,discus
206,horse
206,ant
212,dog
212,dog
214,goose
214,goose
214,goose
214,goose
214,goose
214,goose
214,goose
215,hare
215,dog
216,bear
217,bear
217,turkey
218,dog
218,dog
218,dog
218,dog
218,dog
218,dog
218,dog
219,horse
219,fly
219,fly
221,pig
222,bear
222,tortoise
224,bat
224,bear
227,fly
227,fly
228,somali
228,somali
228,somali
228,somali
228,somali
228,somali
228,somali
228,somali
228,somali
228,somali
228,somali
229,starfish
229,starfish
229,starfish
232,bear
232,dog
232,snake
232,snake
233,dog
233,dog
233,dog
234,dog
234,dog
234,dog
235,cat
235,cat
235,cat
235,cat
236,dog
237,heron
238,cat
238,horse
238,fly
239,cat
240,fly
240,fly
240,fly
241,dog
243,dog
243,cat
243,bird
243,cat
243,dog
248,nightingale
249,somali
249,somali
249,somali
249,somali
249,somali
249,eagle
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
249,somali
250,dog
250,dog
250,dog
250,dog
250,dog
250,dog
250,dog
253,elephant
254,fox
254,fox
254,fox
254,fox
254,heron
255,horse
255,horse
255,horse
255,dog
255,dog
255,dog
256,cat
257,dog
257,bear
257,bear
257,rabbit
259,dog
261,bear
263,bat
264,pig
265,dog
265,dog
269,bear
270,chicken
271,cat
271,dog
271,bear
272,fish
272,fish
272,fish
272,fish
272,fish
272,fish
272,fish
272,parrot
272,parrot
272,molly
272,fish
272,fish
272,fish
272,fish
272,fish
273,cat
277,dog
277,dog
277,dog
277,dog
277,dog
277,cat
277,dog
277,dog
277,dog
277,dog
277,dog
277,dog
277,dog
277,dog
277,dog
278,bear
278,goose
278,goose
278,goose
278,cat
278,bear
278,bear
278,fish
278,cat
278,cat
278,fly
278,goose
278,goose
281,dog
281,dog
283,rat
287,goose
287,goose
287,goose
287,goose
287,duck
287,duck
287,goose
287,goose
287,goose
288,dog
288,bear
288,skunk
293,robin
293,robin
293,robin
293,robin
293,robin
293,robin
294,dog
294,dog
296,dog
298,horse
298,horse
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
299,bat
301,cat
301,cat
302,fly
302,bear
302,cat
306,bear
307,kingfisher
312,crane
312,fish
312,fish
313,dog
313,dog
313,dog
313,dog
313,dog
314,swan
314,bird
316,dog
316,cat
316,dog
317,lion
319,fly
321,goose
321,goose
321,goose
321,goose
321,goose
321,goose
321,goose
323,skunk
323,skunk
323,skunk
323,skunk
325,dog
325,dog
325,dog
325,dog
325,dog
328,seal
328,dog
330,goose
335,bear
336,monkey
337,dog
340,dog
341,goose
341,goose
341,goose
341,goose
341,goose
341,goose
342,bat
342,bat
342,bat
342,bat
342,dog
343,fish
343,dog
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
344,somali
346,fish
347,snake
347,snake
350,cat
350,discus
352,dog
352,dog
352,dog
352,rat
352,rat
352,rat
352,dog
352,rat
353,fly
356,cat
357,seal
359,dog
360,insect
363,dog
363,bat
363,butterfly
363,cat
363,bear
363,bat
363,bat
363,bat
366,monkey
373,bat
374,dog
374,dog
374,dog
375,wolf
375,wolf
377,insect
378,dog
378,dog
378,cat
381,swan
381,swan
381,swan
381,swan
381,bear
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
381,swan
383,fish
384,dog
384,dog
384,dog
384,dog
384,dog
384,dog
384,dog
384,dog
384,bat
384,bat
384,dog
384,dog
384,dog
384,dog
384,bat
385,turkey
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
388,rat
389,fish
389,moth
389,bear
389,bear
389,bear
389,bear
389,bear
392,molly
392,fish
392,molly
397,dog
397,oyster
397,skunk
397,skunk
397,skunk
397,bear
398,fish
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
399,dog
400,bear
401,dog
401,cat
401,cat
401,cat
403,oyster
403,dog
403,dog
403,fox
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
404,dog
407,dog
407,cat
407,dog
407,dog
407,cat
407,cat
407,turkey
407,bat
407,lizard
407,cat
407,dog
407,cat
407,dog
407,dog
407,cat
407,cat
407,cat
407,dog
407,dog
410,dog
410,dog
412,dog
412,bear
412,goose
412,goose
412,goose
412,goose
412,goose
412,goose
412,goose
412,goose
412,goose
414,skunk
414,robin
415,cat
415,dog
415,dog
418,snake
418,dog
418,dog
419,cat
420,bear
421,bear
421,bear
421,bear
422,discus
423,turkey
423,dog
426,crane
428,cat
429,seal
430,seal
432,cat
432,cat
432,cat
432,cat
432,ibis
433,dog
436,dog
436,dog
437,jellyfish
437,fly
440,dog
442,bear
442,dog
442,dog
442,dog
442,dog
448,lion
450,bear
450,pointer
450,bear
450,bear
451,goose
451,goose
451,goose
451,goose
451,goose
451,goose
451,goose
453,bat
453,horse
455,goose
455,goose
455,goose
455,goose
455,goose
455,goose
455,goose
455,goose
455,bat
455,fox
455,goose
455,goose
455,goose
455,goose
456,horse
456,rabbit
456,horse
456,horse
456,horse
456,horse
456,horse
456,horse
456,horse
456,horse
456,horse
456,horse
457,bird
457,persian
457,cat
458,bat
459,bear
459,bear
460,cat
460,butterfly
460,cat
460,fish
460,barb
461,dog
461,dog
462,dog
462,crane
462,crane
462,crane
462,dog
462,crane
462,skunk
462,crane
462,crane
462,crane
462,crane
462,crane
462,crane
462,crane
462,crane
462,crane
462,crane
462,swan
462,crane
462,crane
464,turkey
464,swan
466,elephant
466,bat
466,dog
466,dog
466,wolf
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
466,dog
469,discus
470,dog
473,tang
474,bear
475,dog
476,bear
477,bear
477,bear
479,snake
479,snake
479,snake
479,snake
480,kingfisher
480,skunk
480,mouse
480,skunk
480,kingfisher
480,kingfisher
480,kingfisher
480,kingfisher
480,kingfisher
480,skunk
480,skunk
480,kingfisher
480,kingfisher
480,kingfisher
480,kingfisher
480,kingfisher
480,kingfisher
480,kingfisher
482,dog
484,dog
484,fish
486,bear
487,bear
488,chicken
488,cow
488,horse
488,cat
489,molly
489,molly
489,bear
490,bear
490,skunk
490,skunk
490,skunk
491,bear
493,crane
494,dog
494,dog
494,dog
495,goose
495,goose
495,goose
495,goose
495,goose
495,goose
495,goose
495,cat
496,pointer
496,pointer
498,kingfisher
498,kingfisher
498,dog
498,kingfisher
498,cat
498,cat
498,kingfisher
498,horse
498,horse
499,hare
499,hare
499,cat
499,cat
504,ant
504,dog
504,dog
504,discus
505,dog
509,bear
509,insect
509,insect
511,bear
511,bat
512,bat
513,goose
513,goose
513,goose
513,goose
513,goose
513,goose
513,goose
514,bat
514,bat
514,bat
514,bat
515,nightingale
518,bear
519,dog
519,dog
520,dog
520,cat
520,dog
520,dog
520,dog
520,dog
520,dog
520,dog
520,dog
520,cat
520,dog
521,horse
523,rat
523,rat
523,rat
523,bear
523,rat
523,rat
523,rat
523,bat
524,dog
528,bat
528,bat
528,bat
528,bat
528,bat
528,bat
528,bat
530,dog
530,dog
530,dog
530,dog
530,dog
530,dog
530,dog
531,bear
533,monkey
533,monkey
533,monkey
533,monkey
533,monkey
533,monkey
533,monkey
533,monkey
534,dog
534,dog
535,dog
535,dog
535,dog
535,horse
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,chicken
535,chicken
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,macaw
535,horse
535,dog
535,fox
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,fox
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,dog
535,chicken
535,dog
535,parrot
535,dog
535,dog
535,dog
539,fly
541,dog
541,dog
541,mastiff
541,dog
541,dog
541,dog
541,mastiff
541,dog
541,dog
541,dog
541,dog
541,mastiff
541,dog
541,dog
541,dog
541,dog
545,goose
545,goose
545,goose
545,goose
545,dog
545,cat
545,goose
545,goose
545,goose
545,goose
545,goose
549,bear
551,dog
551,dog
551,dog
551,dog
551,fox
551,dog
551,dog
551,dog
551,dog
551,dog
551,dog
552,fox
553,mole
554,bear
555,dog
556,bat
556,bat
558,fish
558,fish
558,fish
558,fish
558,fish
558,fish
558,fish
558,parrot
558,parrot
558,molly
558,fish
558,fish
558,fish
558,fish
558,fish
559,fly
559,dog
559,dog
559,dog
559,fly
559,dog
559,dog
559,dog
559,dog
559,dog
559,dog
559,fly
559,fly
559,dog
559,fly
559,fly
559,fly
560,dog
560,dog
560,dog
561,gar
561,gar
561,rat
561,bear
562,bear
563,bear
563,chicken
565,turkey
567,bear
568,bat
569,rabbit
569,horse
569,horse
571,goose
571,goose
571,goose
571,goose
571,robin
571,penguin
571,goose
571,goose
571,goose
574,swan
577,bird
577,horse
577,butterfly
577,badger
577,bear
578,squirrel
579,skunk
579,fly
579,skunk
579,skunk
579,skunk
579,skunk
579,skunk
580,dog
580,crane
580,bird
580,dog
580,dog
580,dog
580,dog
580,dog
580,dog
580,dog
580,dog
583,pig
583,chicken
583,bat
583,cow
584,dog
584,dog
584,dog
584,dog
584,dog
584,dog
584,dog
585,dog
585,dog
586,goose
586,goose
586,goose
586,goose
586,goose
586,goose
586,dog
586,dog
587,fly
588,seal
588,bear
590,goose
590,goose
590,goose
590,goose
590,goose
592,horse
592,horse
593,fly
594,chicken
594,bear
595,bear
595,bear
597,bear
597,butterfly
599,quetzal
601,turkey
602,swan
605,bat
606,dog
606,dog
606,dog
606,dog
606,dog
606,dog
606,dog
606,dog
606,dog
606,dog
606,dog
609,bear
609,skunk
609,skunk
609,skunk
611,dog
